Tweet ID,text,attachments,author_id,context_annotations,conversation_id,created_at,entities,geo,in_reply_to_user_id,lang,public_metrics,referenced_tweets,entities_hashtags
1453085610453966849,hello world.. snarare hello NERD,,145228913,,1453085610453966849,2021-10-26 19:46:21+00:00,,,,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,
1453085553897967630,"RT @LOOKSXT: hello, this is a new account for kep1er's ace, shen xiaoting.
like and rt to spread to the world, thank you! https://t.co/r1nv…",,1281657669552689155,,1453085553897967630,2021-10-26 19:46:07+00:00,"{'mentions': [{'start': 3, 'end': 11, 'username': 'LOOKSXT', 'id': '1453073078842429441'}]}",,,en,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453083845872570375 type=retweeted],
1453085509790670850,Hello world?,,1453081712418775047,,1453085509790670850,2021-10-26 19:45:57+00:00,,,,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,
1453085462889967624,RT @1_LoveLiberty: Hello World ! I'm 15 minutes old 🥰💙 https://t.co/vfkgZjVeCY,{'media_keys': ['3_1452584689408040963']},1719213008,,1453085462889967624,2021-10-26 19:45:46+00:00,"{'mentions': [{'start': 3, 'end': 17, 'username': '1_LoveLiberty', 'id': '2924434627'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/vfkgZjVeCY', 'expanded_url': 'https://twitter.com/1_LoveLiberty/status/1452584726972207106/photo/1', 'display_url': 'pic.twitter.com/vfkgZjVeCY'}]}",,,en,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452584726972207106 type=retweeted],
1453085307776245762,Hello World! Here's an interesting post! https://t.co/PGQn5Es5G1,,1083341328086454273,,1453085307776245762,2021-10-26 19:45:09+00:00,"{'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/PGQn5Es5G1', 'expanded_url': 'https://www.n1m.com/madlane/post/57456563-More-Experiemtals', 'display_url': 'n1m.com/madlane/post/5…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1453085311647498255/_zq7QFnt?format=jpg&name=orig', 'width': 1320, 'height': 733}, {'url': 'https://pbs.twimg.com/news_img/1453085311647498255/_zq7QFnt?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'More Experiemtals - More on N1M', 'description': 'Dear Listeners, i did some nice Boss RC 505 freestyle Sessions and also a Session with my Dj NIk, so hoe you are open for some new stuff coming straight outa my soul....Love', 'unwound_url': 'https://www.n1m.com/madlane/post/57456563-More-Experiemtals'}]}",,,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,
1453085289337917441,"RT @ruggiere_l: HELLO AMERICA,

CLIMATE CHANGE will not Destroy the World, but GLOBAL COMMUNISM will.

The USA must reject this New ROGUE G…",,842889600959840256,,1453085289337917441,2021-10-26 19:45:04+00:00,"{'mentions': [{'start': 3, 'end': 14, 'username': 'ruggiere_l', 'id': '1060967641962016768'}], 'annotations': [{'start': 22, 'end': 28, 'probability': 0.9967, 'type': 'Place', 'normalized_text': 'AMERICA'}, {'start': 107, 'end': 109, 'probability': 0.9449, 'type': 'Place', 'normalized_text': 'USA'}]}",,,en,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453073845091332099 type=retweeted],
1453085258023415812,RT @1_LoveLiberty: Hello World ! I'm 15 minutes old 🥰💙 https://t.co/vfkgZjVeCY,{'media_keys': ['3_1452584689408040963']},1475448960,,1453085258023415812,2021-10-26 19:44:57+00:00,"{'mentions': [{'start': 3, 'end': 17, 'username': '1_LoveLiberty', 'id': '2924434627'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/vfkgZjVeCY', 'expanded_url': 'https://twitter.com/1_LoveLiberty/status/1452584726972207106/photo/1', 'display_url': 'pic.twitter.com/vfkgZjVeCY'}]}",,,en,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452584726972207106 type=retweeted],
1453085169716535302,HELLO WORLD,,901919280702345217,,1453085169716535302,2021-10-26 19:44:36+00:00,,,,en,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",,
1453085140784144387,"@JerseyYid40 @spursdab I was only 12 but I remember so much about it, from the opening ceremony and game (hello Klinsmann) to that awful final. It was my first World Cup and I fell in love with the game based on about 5 good ones out of all of them and I watched every game I could",,380212713,,1453069105855090690,2021-10-26 19:44:29+00:00,"{'mentions': [{'start': 0, 'end': 12, 'username': 'JerseyYid40', 'id': '1413069438610444292'}, {'start': 13, 'end': 22, 'username': 'spursdab', 'id': '834525515503513600'}], 'annotations': [{'start': 112, 'end': 120, 'probability': 0.8488, 'type': 'Person', 'normalized_text': 'Klinsmann'}, {'start': 160, 'end': 168, 'probability': 0.6886, 'type': 'Other', 'normalized_text': 'World Cup'}]}",,1413069438610444292,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",[<ReferencedTweet id=1453084454105276428 type=replied_to],
1453084933858209798,"RT @LOOKSXT: hello, this is a new account for kep1er's ace, shen xiaoting.
like and rt to spread to the world, thank you! https://t.co/r1nv…",,1452113354907176965,,1453084933858209798,2021-10-26 19:43:39+00:00,"{'mentions': [{'start': 3, 'end': 11, 'username': 'LOOKSXT', 'id': '1453073078842429441'}]}",,,en,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453083845872570375 type=retweeted],
1453084480474738692,"RT @InkStainedWreck: Hi hello, @Margaryta505 has requested I make sure the world knows she has a much nicer French press than mine. 

It’s…",,479985542,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}]",1453084480474738692,2021-10-26 19:41:51+00:00,"{'mentions': [{'start': 3, 'end': 19, 'username': 'InkStainedWreck', 'id': '428440956'}, {'start': 31, 'end': 44, 'username': 'Margaryta505', 'id': '479985542'}]}",,,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453084141306753030 type=retweeted],
1453084457028800519,"RT @ruggiere_l: HELLO AMERICA,

The World is in turmoil once again.

Thanks to the Greedy.

No good will come of it.

Just more pain; if th…",,751176225515864064,,1453084457028800519,2021-10-26 19:41:46+00:00,"{'mentions': [{'start': 3, 'end': 14, 'username': 'ruggiere_l', 'id': '1060967641962016768'}], 'annotations': [{'start': 22, 'end': 28, 'probability': 0.995, 'type': 'Place', 'normalized_text': 'AMERICA'}]}",,,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453082174568091649 type=retweeted],
1453084405484990465,RT @1_LoveLiberty: Hello World ! I'm 15 minutes old 🥰💙 https://t.co/vfkgZjVeCY,{'media_keys': ['3_1452584689408040963']},3382801389,,1453084405484990465,2021-10-26 19:41:33+00:00,"{'mentions': [{'start': 3, 'end': 17, 'username': '1_LoveLiberty', 'id': '2924434627'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/vfkgZjVeCY', 'expanded_url': 'https://twitter.com/1_LoveLiberty/status/1452584726972207106/photo/1', 'display_url': 'pic.twitter.com/vfkgZjVeCY'}]}",,,en,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452584726972207106 type=retweeted],
1453084369812340739,"@mrmichaelball Hello Michael, my wife is coming to see your show in Liverpool next month. It's a 70th birthday present as she loves your shows. I would appreciate if you could sing a song just for her.  Sally Wallis is her name. It would mean the world to her!  Many thanks. https://t.co/DAsJiZZY2k",{'media_keys': ['3_1453084366855458822']},589854505,,1452998128366460934,2021-10-26 19:41:25+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'mrmichaelball', 'id': '88207571'}], 'annotations': [{'start': 21, 'end': 27, 'probability': 0.9942, 'type': 'Person', 'normalized_text': 'Michael'}, {'start': 68, 'end': 76, 'probability': 0.8166, 'type': 'Place', 'normalized_text': 'Liverpool'}, {'start': 203, 'end': 214, 'probability': 0.9938, 'type': 'Person', 'normalized_text': 'Sally Wallis'}], 'urls': [{'start': 275, 'end': 298, 'url': 'https://t.co/DAsJiZZY2k', 'expanded_url': 'https://twitter.com/MichaelMiksal/status/1453084369812340739/photo/1', 'display_url': 'pic.twitter.com/DAsJiZZY2k'}]}",,88207571,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452998128366460934 type=replied_to],
1453084241512648706,Hello World,,4848518997,,1453084241512648706,2021-10-26 19:40:54+00:00,,,,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,
1453084209241858051,"Free iOS App - Gotchasaur: Hello World iPhone Giveaway of the Day  Gotchasaur: Hello World for Iphone. Lots of antics to discover, and more to come in future Gotchasaur packs. https://t.co/bT7nMJ7kl5",,2909948695,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10044903039', 'name': 'Apple - iOS'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848920700073123840', 'name': 'Cell Phones', 'description': 'Cell phones'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",1453084209241858051,2021-10-26 19:40:47+00:00,"{'annotations': [{'start': 5, 'end': 11, 'probability': 0.4646, 'type': 'Product', 'normalized_text': 'iOS App'}, {'start': 95, 'end': 100, 'probability': 0.8509, 'type': 'Product', 'normalized_text': 'Iphone'}], 'urls': [{'start': 176, 'end': 199, 'url': 'https://t.co/bT7nMJ7kl5', 'expanded_url': 'https://ift.tt/3jEzdZN', 'display_url': 'ift.tt/3jEzdZN', 'images': [{'url': 'https://pbs.twimg.com/news_img/1453084212534423555/wO4uD4ce?format=png&name=orig', 'width': 392, 'height': 696}, {'url': 'https://pbs.twimg.com/news_img/1453084212534423555/wO4uD4ce?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Gotchasaur: Hello World', 'description': 'Lots of antics to discover, and more to come in future Gotchasaur packs.', 'unwound_url': 'https://iphone.giveawayoftheday.com/gotchasaur-hello-world/'}]}",,,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,
1453084185179066375,RT @tssremindbot: Hello. I just wanted to remind you that you are very important to the world around you. Things simply would not be the sa…,,1219268565842513920,,1453084185179066375,2021-10-26 19:40:41+00:00,"{'mentions': [{'start': 3, 'end': 16, 'username': 'tssremindbot', 'id': '1335723421569839104'}]}",,,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453068288011898882 type=retweeted],
1453084159778426883,"RT @auddriy: hello distwitter, what is the best direction to start world showcase? 
feel free to explain why, if you would like",{'poll_ids': ['1452826903631499273']},1117796124,,1453084159778426883,2021-10-26 19:40:35+00:00,"{'mentions': [{'start': 3, 'end': 11, 'username': 'auddriy', 'id': '1117796124'}]}",,,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452826903920922626 type=retweeted],
1453084141306753030,"Hi hello, @Margaryta505 has requested I make sure the world knows she has a much nicer French press than mine. 

It’s stainless steel and quite shiny. Please take note, thank you 🙏",,428440956,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}]",1453084141306753030,2021-10-26 19:40:30+00:00,"{'mentions': [{'start': 10, 'end': 23, 'username': 'Margaryta505', 'id': '479985542'}]}",,,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,
1453084129285787652,@MattMurray20 I didn’t realise who you was with.heard you on him white show last week.small world!you’ve made my day.wish I said hello!,,240339930,,1453061985554337792,2021-10-26 19:40:28+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'MattMurray20', 'id': '237009715'}]}",,237009715,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453082266746359813 type=replied_to],
1453084064177659910,RT @Island_Inu: Hello world. https://t.co/BYAYkhRwFX,{'media_keys': ['3_1452820556202627082']},924113988438261760,,1453084064177659910,2021-10-26 19:40:12+00:00,"{'mentions': [{'start': 3, 'end': 14, 'username': 'Island_Inu', 'id': '1452811614999228423'}], 'urls': [{'start': 29, 'end': 52, 'url': 'https://t.co/BYAYkhRwFX', 'expanded_url': 'https://twitter.com/Island_Inu/status/1452820620379578368/photo/1', 'display_url': 'pic.twitter.com/BYAYkhRwFX'}]}",,,en,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452820620379578368 type=retweeted],
1453084056472727552,"@olivethebt20 Hello new friend, we to the world of twitter. We are Harley, Ruby and Cookie and can't wait to see what you get upto!",,1342892554422022149,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",1452774005031718914,2021-10-26 19:40:10+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'olivethebt20', 'id': '1443304229603627015'}], 'annotations': [{'start': 51, 'end': 57, 'probability': 0.5598, 'type': 'Product', 'normalized_text': 'twitter'}, {'start': 67, 'end': 72, 'probability': 0.6162, 'type': 'Person', 'normalized_text': 'Harley'}, {'start': 75, 'end': 78, 'probability': 0.7015, 'type': 'Person', 'normalized_text': 'Ruby'}, {'start': 84, 'end': 89, 'probability': 0.6552, 'type': 'Person', 'normalized_text': 'Cookie'}]}",,1443304229603627015,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452774005031718914 type=replied_to],
1453084010771529731,RT @1_LoveLiberty: Hello World ! I'm 15 minutes old 🥰💙 https://t.co/vfkgZjVeCY,{'media_keys': ['3_1452584689408040963']},1198608374897745920,,1453084010771529731,2021-10-26 19:39:59+00:00,"{'mentions': [{'start': 3, 'end': 17, 'username': '1_LoveLiberty', 'id': '2924434627'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/vfkgZjVeCY', 'expanded_url': 'https://twitter.com/1_LoveLiberty/status/1452584726972207106/photo/1', 'display_url': 'pic.twitter.com/vfkgZjVeCY'}]}",,,en,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452584726972207106 type=retweeted],
1453083900599685122,RT @KanchanGupta: “So-called bigoted 'outrage' against Mohammad Shami after India-Pakistan T20 World Cup match was an orchestrated attempt…,,1384156886744788994,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1437713821452234752', 'name': ""2021 ICC Men's T20 World Cup""}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1437805861628375045', 'name': 'Pakistan vs New Zealand'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '897814293395103744', 'name': 'Cricket'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '897814234498686976', 'name': 'Pakistan'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '897814278568161280', 'name': 'India'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '1437802949418229761', 'name': ""ICC Men's T20 World Cup""}}, {'domain': {'id': '40', 'name': 'Sports Series', 'description': 'A grouping of sports events or series, for example 2014 pre-season, a tournament, or round'}, 'entity': {'id': '1437802949418229761', 'name': ""ICC Men's T20 World Cup""}}]",1453083900599685122,2021-10-26 19:39:33+00:00,"{'mentions': [{'start': 3, 'end': 16, 'username': 'KanchanGupta', 'id': '44704537'}], 'annotations': [{'start': 55, 'end': 68, 'probability': 0.9795, 'type': 'Person', 'normalized_text': 'Mohammad Shami'}, {'start': 76, 'end': 80, 'probability': 0.9605, 'type': 'Place', 'normalized_text': 'India'}, {'start': 82, 'end': 103, 'probability': 0.5673, 'type': 'Other', 'normalized_text': 'Pakistan T20 World Cup'}]}",,,en,"{'retweet_count': 549, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453035181443469312 type=retweeted],
1453083845872570375,"hello, this is a new account for kep1er's ace, shen xiaoting.
like and rt to spread to the world, thank you! https://t.co/r1nvknC1yd",{'media_keys': ['16_1453083808958459905']},1453073078842429441,,1453083845872570375,2021-10-26 19:39:20+00:00,"{'urls': [{'start': 109, 'end': 132, 'url': 'https://t.co/r1nvknC1yd', 'expanded_url': 'https://twitter.com/LOOKSXT/status/1453083845872570375/photo/1', 'display_url': 'pic.twitter.com/r1nvknC1yd'}]}",,,en,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 5, 'quote_count': 1}",,
1453083837395767306,RT @1_LoveLiberty: Hello World ! I'm 15 minutes old 🥰💙 https://t.co/vfkgZjVeCY,{'media_keys': ['3_1452584689408040963']},1249236786565570560,,1453083837395767306,2021-10-26 19:39:18+00:00,"{'mentions': [{'start': 3, 'end': 17, 'username': '1_LoveLiberty', 'id': '2924434627'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/vfkgZjVeCY', 'expanded_url': 'https://twitter.com/1_LoveLiberty/status/1452584726972207106/photo/1', 'display_url': 'pic.twitter.com/vfkgZjVeCY'}]}",,,en,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452584726972207106 type=retweeted],
1453083832085852165,RT @1_LoveLiberty: Hello World ! I'm 15 minutes old 🥰💙 https://t.co/vfkgZjVeCY,{'media_keys': ['3_1452584689408040963']},2672941536,,1453083832085852165,2021-10-26 19:39:17+00:00,"{'mentions': [{'start': 3, 'end': 17, 'username': '1_LoveLiberty', 'id': '2924434627'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/vfkgZjVeCY', 'expanded_url': 'https://twitter.com/1_LoveLiberty/status/1452584726972207106/photo/1', 'display_url': 'pic.twitter.com/vfkgZjVeCY'}]}",,,en,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452584726972207106 type=retweeted],
1453083680302411790,RT @1_LoveLiberty: Hello World ! I'm 15 minutes old 🥰💙 https://t.co/vfkgZjVeCY,{'media_keys': ['3_1452584689408040963']},1446965634651262978,,1453083680302411790,2021-10-26 19:38:41+00:00,"{'mentions': [{'start': 3, 'end': 17, 'username': '1_LoveLiberty', 'id': '2924434627'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/vfkgZjVeCY', 'expanded_url': 'https://twitter.com/1_LoveLiberty/status/1452584726972207106/photo/1', 'display_url': 'pic.twitter.com/vfkgZjVeCY'}]}",,,en,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452584726972207106 type=retweeted],
1453083580788260871,"RT @otterclam: Hello, world! 

We are enhydras - the early otter lives in Kamchatka.

If we otter together, we can concur the world. (🦦,🦦)…",,1387434854942482441,,1453083580788260871,2021-10-26 19:38:17+00:00,"{'mentions': [{'start': 3, 'end': 13, 'username': 'otterclam', 'id': '1450672498148708352'}]}",,,en,"{'retweet_count': 475, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452834913518907393 type=retweeted],
1453083576602439685,"RT @otterclam: Hello, world! 

We are enhydras - the early otter lives in Kamchatka.

If we otter together, we can concur the world. (🦦,🦦)…",,1386073567796813824,,1453083576602439685,2021-10-26 19:38:16+00:00,"{'mentions': [{'start': 3, 'end': 13, 'username': 'otterclam', 'id': '1450672498148708352'}]}",,,en,"{'retweet_count': 475, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1452834913518907393 type=retweeted],
1453083547816845314,"RT @LiborSason: @Sylvia70485099 Hello Sylvia, Hello friends, Hello world ...... https://t.co/cyQ2mnTnLz",{'media_keys': ['3_1453072128379609096']},877756963416920064,,1453083547816845314,2021-10-26 19:38:09+00:00,"{'mentions': [{'start': 3, 'end': 14, 'username': 'LiborSason', 'id': '1123893349453320193'}, {'start': 16, 'end': 31, 'username': 'Sylvia70485099', 'id': '1196800336851324928'}], 'annotations': [{'start': 38, 'end': 43, 'probability': 0.9696, 'type': 'Person', 'normalized_text': 'Sylvia'}], 'urls': [{'start': 80, 'end': 103, 'url': 'https://t.co/cyQ2mnTnLz', 'expanded_url': 'https://twitter.com/LiborSason/status/1453072154455646215/photo/1', 'display_url': 'pic.twitter.com/cyQ2mnTnLz'}]}",,,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453072154455646215 type=retweeted],
1453083503462080515,RT @KanchanGupta: “So-called bigoted 'outrage' against Mohammad Shami after India-Pakistan T20 World Cup match was an orchestrated attempt…,,1176680245770039296,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1437713821452234752', 'name': ""2021 ICC Men's T20 World Cup""}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1437805861628375045', 'name': 'Pakistan vs New Zealand'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '897814293395103744', 'name': 'Cricket'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '897814234498686976', 'name': 'Pakistan'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '897814278568161280', 'name': 'India'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '1437802949418229761', 'name': ""ICC Men's T20 World Cup""}}, {'domain': {'id': '40', 'name': 'Sports Series', 'description': 'A grouping of sports events or series, for example 2014 pre-season, a tournament, or round'}, 'entity': {'id': '1437802949418229761', 'name': ""ICC Men's T20 World Cup""}}]",1453083503462080515,2021-10-26 19:37:58+00:00,"{'mentions': [{'start': 3, 'end': 16, 'username': 'KanchanGupta', 'id': '44704537'}], 'annotations': [{'start': 55, 'end': 68, 'probability': 0.9795, 'type': 'Person', 'normalized_text': 'Mohammad Shami'}, {'start': 76, 'end': 80, 'probability': 0.9605, 'type': 'Place', 'normalized_text': 'India'}, {'start': 82, 'end': 103, 'probability': 0.5673, 'type': 'Other', 'normalized_text': 'Pakistan T20 World Cup'}]}",,,en,"{'retweet_count': 549, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1453035181443469312 type=retweeted],
